gene	tSNE_x	tSNE_y	D02_MDDC_Ifnb.resp.tsv	D03_MDDC_Ifnb.resp.tsv	D11_MDDC_Ifnb.resp.tsv	Interagrated	D02_MDDC_Ctrl_0h	D02_MDDC_Ifnb_1h	D02_MDDC_Ifnb_2h	D02_MDDC_Ifnb_4h	D02_MDDC_Ifnb_6h	D02_MDDC_Ifnb_12h	D02_MDDC_Ifnb_24h	D03_MDDC_Ctrl_0h	D03_MDDC_Ifnb_1h	D03_MDDC_Ifnb_2h	D03_MDDC_Ifnb_4h	D03_MDDC_Ifnb_6h	D03_MDDC_Ifnb_12h	D03_MDDC_Ifnb_24h	D11_MDDC_Ctrl_0h	D11_MDDC_Ifnb_1h	D11_MDDC_Ifnb_2h	D11_MDDC_Ifnb_4h	D11_MDDC_Ifnb_6h	D11_MDDC_Ifnb_12h	D11_MDDC_Ifnb_24h
TAGLN	2.82757743566	16.6392628491	5	4	0	1	11.03	10.72	18.24	16.98	19.27	32.58	29.23	35.92	31.39	37.92	31.9	44.77	57.17	59.05	15.15	21.04	22.1	20.75	35.3	51.4	43.58
TANK	-1.13408370008	12.6801577893	4	5	2	5	53.19	57.86	96.98	141.0	167.84	150.95	155.15	60.02	65.82	109.54	147.56	181.61	149.53	139.37	77.37	69.41	112.82	193.0	200.76	180.99	194.13
TAP1	0.300241361358	13.3693113096	4	4	0	1	45.82	66.51	157.36	499.5	621.0	628.64	709.65	53.36	66.09	150.81	413.01	626.6	778.41	903.71	50.06	65.12	168.62	489.28	625.95	708.8	726.22
TAP2	4.9124396327	14.3005168261	1	4	0	1	10.92	17.04	15.46	33.39	42.14	91.59	126.11	8.38	10.93	10.97	18.11	54.63	147.39	203.01	16.08	21.23	23.0	50.12	97.88	194.41	214.11
TAPBP	4.3335293663	13.2428591932	1	2	0	0	229.82	249.0	231.62	301.75	318.14	337.11	405.12	236.2	236.43	204.36	245.4	308.07	509.18	657.91	329.32	365.72	348.3	437.49	531.88	726.43	764.21
TAPBPL	6.54823722326	14.77229347	1	4	3	0	26.72	28.5	26.29	19.35	18.39	28.3	34.07	16.75	16.3	15.35	12.65	17.05	20.78	19.37	15.97	18.6	14.57	18.45	18.77	29.89	35.85
TARM1	6.85802407887	12.8314079428	5	2	3	0	0.89	0.63	0.37	0.18	0.38	3.27	3.1	0.11	0.15	0.0	0.34	0.0	0.8	3.81	0.64	0.0	0.22	1.38	1.44	6.24	14.69
TARP	-1.90681308222	7.33172084237	3	5	1	4	0.15	1.66	3.5	4.81	3.31	0.91	1.35	0.59	2.56	6.51	10.57	4.96	0.97	0.15	0.42	2.35	4.14	4.3	0.93	0.14	0.96
TBC1D22B	1.8467755143	7.02166559335	3	4	2	5	6.93	9.63	12.82	15.54	14.0	9.85	10.59	7.51	9.63	11.83	11.26	12.38	12.81	14.52	10.09	13.41	17.66	23.75	20.15	18.3	19.31
TBC1D9	-2.83523222873	12.2414462203	4	5	2	5	12.71	14.39	12.72	29.95	40.44	26.7	26.03	17.29	18.79	22.5	36.95	52.42	39.03	40.22	20.33	21.78	23.82	50.02	58.75	42.79	39.14
TBK1	-1.19874819174	10.5770973632	4	5	0	5	23.33	27.05	27.94	45.28	42.6	36.72	47.78	22.86	22.19	28.47	40.64	42.73	42.36	45.87	25.57	22.7	26.42	45.22	44.22	43.5	53.29
TBX1	1.64515355911	17.0166677912	4	2	4	1	0.91	0.88	0.39	0.94	2.14	2.09	1.62	0.54	0.44	0.36	0.84	1.29	1.55	2.57	0.86	0.37	0.27	0.23	2.44	2.81	1.63
TBX19	2.08132043936	10.2725419889	1	4	0	1	1.49	2.18	2.85	2.58	2.37	2.83	4.02	2.04	2.29	2.21	2.0	3.75	3.58	3.73	2.36	2.45	2.99	2.91	4.31	4.17	3.77
TCEA1	6.08768961785	12.5882726018	1	2	3	0	89.82	97.01	91.89	94.49	114.9	160.24	260.88	88.29	97.76	114.6	114.41	133.52	182.79	266.31	82.01	72.56	77.1	103.35	108.97	165.81	225.31
TCEANC	2.58221608152	11.9190673056	4	4	0	5	1.87	1.72	2.14	2.18	2.66	2.17	2.27	1.83	1.13	2.26	1.48	1.75	3.29	3.46	1.54	1.69	0.95	2.93	2.85	2.89	4.12
TCF4	-0.280217850695	10.7147204953	3	4	2	5	0.81	0.97	1.34	2.47	2.42	1.63	1.74	0.55	0.71	0.82	1.4	1.27	2.49	2.67	1.64	1.62	2.07	4.96	4.37	4.34	4.1
TCF7L2	-2.71085857962	13.681163625	4	4	0	5	0.23	0.33	0.44	1.57	1.82	1.03	0.74	0.54	0.33	0.35	1.03	1.69	1.84	1.47	2.11	2.04	3.58	5.32	5.98	5.88	3.42
TCIRG1	2.51781687055	16.9084865045	5	4	0	1	101.29	128.31	107.17	137.14	116.83	167.09	153.22	117.98	129.23	108.03	107.1	153.91	273.78	265.81	92.94	99.27	94.18	109.44	125.59	210.25	174.98
TDRD7	-1.75925166203	12.9028856817	4	4	0	5	11.01	14.66	20.51	81.35	87.38	67.99	62.97	8.94	9.71	16.39	48.2	70.23	63.59	56.63	8.28	12.05	22.69	76.59	78.25	92.11	78.58
TEC	0.912248337982	8.88553691758	4	4	0	5	2.58	3.64	6.03	6.7	7.33	4.98	6.29	3.01	3.53	5.65	6.14	7.42	7.23	7.44	3.93	3.67	7.87	9.29	10.32	9.87	10.65
TEF	5.99363381707	8.89810935728	1	2	3	0	3.36	3.33	2.33	1.03	1.52	1.73	3.29	2.25	1.88	1.94	1.08	1.38	3.09	5.67	3.07	2.81	2.36	1.27	1.23	2.62	5.95
TESK1	2.0718467409	15.6848526724	5	4	0	1	26.56	28.29	21.87	33.09	38.39	45.91	44.92	24.07	21.51	19.34	31.74	44.03	62.62	67.96	21.83	28.0	24.32	34.71	48.84	62.3	56.37
TFEC	2.39248459774	13.3340582689	5	4	0	1	47.88	53.57	58.33	127.6	142.12	170.36	199.7	48.48	54.45	67.2	113.48	155.74	205.95	219.65	50.12	48.97	57.91	131.07	138.14	211.22	220.88
TFG	-1.63327448558	11.5853251398	4	5	2	5	96.89	89.39	93.51	180.86	197.6	189.8	199.93	113.59	102.39	122.58	190.66	172.45	174.46	192.72	185.62	162.43	165.56	308.33	292.61	262.03	281.43
TGFB1	0.955134474114	17.2855744245	5	4	4	1	260.13	276.66	258.57	305.19	355.52	445.68	346.3	242.49	230.4	206.13	225.11	349.98	450.77	431.94	414.35	449.34	443.21	512.2	691.54	922.98	673.26
TGIF1	2.60404510536	8.84225253588	0	2	3	0	4.82	6.57	11.34	12.6	12.14	8.47	13.43	5.85	8.27	11.83	9.75	14.69	16.9	25.44	6.46	9.7	13.37	13.28	16.14	17.22	24.32
TGIF2	-0.0650701991643	10.5305464121	3	4	0	5	5.6	5.6	4.69	12.28	7.96	6.77	7.46	6.03	4.37	4.25	6.06	7.7	10.55	12.45	6.19	5.16	5.61	12.96	13.77	12.97	11.9
TGIF2-C20orf24	6.05430539727	-1.20480291714	4	1	1	3	4.06	3.04	3.91	5.51	14.17	2.72	7.51	1.61	5.76	6.84	3.92	0.46	0.0	0.0	0.0	0.0	4.97	0.0	0.0	0.0	0.0
THAP3	-0.489559355055	13.3403191498	3	4	0	1	5.24	4.94	4.59	10.61	8.86	10.01	11.44	5.55	4.05	7.97	11.5	14.22	15.82	15.29	2.43	2.51	2.99	5.9	7.21	7.9	6.15
THAP9	2.75152494519	8.17682358726	5	2	3	0	0.54	1.15	1.31	1.24	0.91	1.62	1.82	0.93	0.7	1.45	0.92	0.97	1.04	1.66	0.7	1.25	1.08	1.1	1.16	1.56	2.51
THBS1	4.31880832884	-1.14985404894	2	1	1	3	2.74	7.39	7.68	5.77	1.44	0.16	0.42	0.24	0.65	0.92	0.38	0.15	0.02	0.08	1.21	2.49	2.56	1.88	1.22	0.18	0.14
THEMIS2	0.181612292381	8.23159995732	4	5	2	4	176.84	177.9	247.25	329.31	324.96	331.11	297.45	105.06	127.83	218.23	241.18	233.04	219.79	209.74	123.13	140.85	215.08	256.89	229.71	232.41	208.43
THOC2	-0.761011604267	15.9385164228	4	4	0	1	17.97	18.57	16.2	22.76	28.44	24.09	21.51	13.51	14.53	15.04	16.46	24.74	30.92	25.56	20.81	21.26	23.8	28.57	34.97	37.1	35.06
THTPA	6.96510391754	12.7779175904	1	2	3	0	8.37	10.01	8.2	7.18	7.49	13.01	17.12	10.13	7.76	5.74	9.17	10.63	14.21	18.76	6.97	7.83	6.74	8.22	7.76	12.97	19.65
THUMPD3-AS1	1.99481140782	5.02314528398	0	1	0	4	2.27	3.22	5.12	3.15	2.08	2.83	3.54	2.31	3.21	4.9	2.73	3.49	4.39	4.28	0.52	1.84	1.8	2.3	1.82	2.21	1.32
TIA1	-1.93361145382	12.9324790381	4	4	0	5	13.86	15.16	17.19	21.71	31.15	20.54	23.29	15.85	15.35	21.18	22.17	38.87	29.38	28.25	12.37	14.62	14.7	23.55	32.93	26.0	25.12
TIAM2	2.09390920455	10.0846657721	4	4	0	1	0.7	1.05	2.59	2.01	3.64	3.19	3.79	3.09	4.03	4.99	3.79	7.87	9.31	10.46	0.92	1.27	2.07	1.67	1.43	3.25	2.22
TICAM1	1.6141558543	6.13045216775	0	4	2	4	23.27	45.56	68.51	64.51	68.77	55.69	49.2	20.48	34.27	58.37	48.76	63.48	66.4	69.44	35.9	57.92	107.95	105.47	122.1	109.89	75.4
TICAM2	-2.49765861511	8.93396394036	4	5	2	5	11.5	11.78	16.24	27.88	27.19	20.7	23.03	8.59	9.68	15.11	27.1	26.57	16.94	23.91	7.98	9.35	17.28	31.57	21.59	18.59	15.76
TIFA	3.33367822236	-0.964824892198	0	1	1	4	8.42	25.3	42.12	9.01	8.81	7.41	8.13	8.04	28.69	50.43	11.55	9.86	10.67	8.03	7.52	26.75	31.13	10.29	6.32	4.39	5.99
TIFAB	6.82847288159	13.5828031401	1	2	0	0	0.99	0.89	0.38	0.51	0.66	1.35	1.74	0.47	0.41	0.57	0.35	0.57	1.89	2.54	0.55	0.25	0.15	0.57	0.12	1.65	1.63
TIMELESS	6.24496738851	9.41707606408	1	2	3	0	4.03	4.22	3.28	3.31	3.06	3.43	5.11	2.86	3.64	2.69	2.28	2.19	3.3	6.97	4.27	3.7	4.52	2.8	3.83	4.99	6.5
TIMM23B	2.77794614151	5.49201059766	2	1	3	4	2.04	4.26	2.56	2.64	2.18	2.5	2.84	2.37	2.53	4.37	3.01	2.07	2.12	3.63	1.31	1.87	3.03	2.2	2.6	2.12	3.72
TIMP3	2.28324923792	16.5388312852	5	4	0	1	40.72	39.64	29.7	86.86	109.53	201.34	158.95	108.84	93.86	76.21	135.39	243.29	494.7	372.78	20.28	16.32	14.67	26.81	28.95	68.2	66.83
TINF2	1.49845502422	15.6146697657	5	4	0	1	37.1	38.41	40.92	72.29	77.01	96.51	91.18	30.47	34.49	38.48	60.74	96.84	124.74	111.33	26.76	34.13	34.37	45.43	59.7	81.43	81.88
TIPARP	1.85516408124	5.88640616887	0	4	2	4	17.12	46.1	62.1	61.93	53.34	38.05	41.55	16.5	52.93	55.63	61.15	62.46	66.94	59.95	16.53	39.81	44.82	55.36	53.41	54.95	49.42
TJP1	-0.905998905407	13.5625238528	4	4	0	1	0.6	0.4	0.32	3.03	4.56	4.77	5.34	0.41	0.82	0.77	3.68	5.72	4.57	4.29	0.86	0.27	0.41	3.97	5.34	3.89	4.43
TJP2	-2.06853842819	7.73181222836	3	5	2	5	4.87	6.23	9.25	22.75	9.77	5.48	4.81	2.03	3.33	9.52	13.39	6.43	4.23	3.67	1.89	3.28	9.45	11.89	5.47	5.05	2.85
TK1	5.0105667237	-0.726284535123	0	5	1	3	2.56	2.58	4.56	4.5	2.32	1.16	0.78	0.88	0.82	0.79	1.88	1.25	0.62	1.06	0.61	1.97	3.77	1.05	1.17	0.87	0.52
TLE4	2.4497976873	12.5315922502	4	4	0	5	22.21	22.8	22.45	45.18	50.77	44.87	58.51	18.01	20.06	18.28	35.51	46.73	50.15	59.04	27.48	24.53	28.0	59.93	63.82	70.23	81.98
TLK2	-1.69955820524	10.7031030494	3	5	2	5	12.81	13.09	16.26	39.25	31.52	26.52	31.42	13.25	10.67	19.48	30.89	35.83	32.14	32.76	14.12	12.34	21.14	47.95	42.2	36.09	36.85
TLR1	2.59190627952	4.89104534421	2	1	1	4	24.97	53.83	52.41	32.45	35.65	29.74	43.77	21.64	48.4	62.75	25.89	29.16	33.32	48.56	37.62	73.97	74.89	41.99	35.54	45.14	81.18
TLR2	-2.65700436104	9.47881414994	3	5	2	5	18.91	24.15	32.64	59.76	46.93	24.1	35.14	20.38	23.5	34.02	58.26	58.6	33.1	49.42	19.08	21.68	29.5	65.0	45.87	32.39	49.24
TLR3	3.0154131905	15.0802146413	5	4	0	1	2.77	3.06	3.38	17.85	24.29	32.54	41.23	1.04	0.98	1.46	7.03	16.15	24.06	24.84	4.65	5.9	7.41	20.26	41.35	66.18	76.73
TLR7	2.78234134363	12.6033935733	4	4	0	1	5.65	7.37	7.74	12.24	15.71	15.1	17.43	6.92	8.66	7.68	11.34	17.03	21.16	29.74	9.49	12.15	14.21	24.01	34.99	40.8	50.72
TM4SF19	-0.133431644331	17.7468761491	5	4	4	1	17.29	14.51	11.42	15.71	27.85	74.2	28.4	47.72	37.67	42.07	43.42	77.48	99.71	35.68	13.15	18.81	11.1	15.52	21.06	36.77	16.69
TM4SF19-TCTEX1D2	3.80050660062	1.01431408578	4	4	1	3	0.63	0.59	0.49	1.31	2.26	1.01	0.01	0.83	1.16	0.0	0.0	0.0	3.08	1.98	0.63	0.98	0.0	0.0	0.0	0.0	0.81
TMBIM1	-0.247238874868	13.082314198	4	4	0	1	237.4	284.74	300.86	458.94	544.71	476.73	528.22	219.4	240.9	277.57	396.68	524.27	575.44	591.73	203.78	239.35	269.83	388.29	451.51	451.93	473.28
TMCC3	7.75468507896	13.0142571017	1	0	0	0	2.54	2.02	1.2	1.35	1.98	2.93	3.82	2.46	2.7	1.33	1.03	1.15	2.0	3.07	3.84	4.03	2.65	2.25	4.27	9.23	10.06
TMCO6	7.25227578037	12.8371892666	1	4	3	0	2.57	1.97	2.42	1.12	0.8	2.8	3.81	2.12	1.14	0.67	0.32	1.24	3.5	3.88	2.04	0.99	0.98	0.75	1.95	2.75	6.37
TMED1	6.0847625217	14.0698050433	1	2	0	0	12.73	18.66	17.35	12.73	12.07	18.35	27.93	13.79	13.55	12.81	13.75	17.43	22.45	34.31	5.45	6.06	7.43	4.69	5.91	10.5	10.36
TMED7-TICAM2	4.55494735358	8.75107661631	3	4	0	0	1.47	2.19	0.0	5.2	1.51	0.67	4.25	2.34	1.15	0.85	1.31	0.0	5.7	3.44	3.49	4.21	1.39	4.18	8.47	10.66	11.97
TMED8	4.44036417074	5.87690565369	2	4	1	3	5.51	8.71	4.84	2.7	3.3	1.91	2.84	3.2	5.38	4.07	1.85	3.54	8.16	5.86	5.58	5.94	6.34	3.52	3.11	5.24	5.62
TMEM106A	0.204089546972	16.7357082306	5	4	0	1	43.38	45.66	49.88	71.77	87.82	107.84	84.47	38.08	36.87	41.95	64.23	105.21	129.98	105.88	55.92	57.2	64.43	111.11	141.68	151.13	107.8
TMEM109	6.29658378257	12.8032544092	1	2	3	0	53.84	62.69	55.61	71.59	66.35	98.06	122.67	46.08	46.12	43.69	50.16	64.17	98.84	167.32	73.52	66.59	67.73	70.69	89.77	122.11	164.68
TMEM110	1.07577482266	15.3315026057	5	4	0	1	6.94	7.67	8.65	31.13	46.62	57.97	54.61	4.2	5.04	7.87	26.1	51.14	66.81	71.57	4.2	4.74	7.03	29.53	43.3	52.91	49.02
TMEM110-MUSTN1	5.09597020008	13.3033070535	1	4	0	0	0.28	1.58	6.78	10.13	6.79	13.02	32.9	0.91	1.06	4.14	1.01	22.55	61.47	58.7	1.17	2.49	5.07	14.68	28.46	59.67	70.16
TMEM123	3.34188699488	15.5887543745	5	4	0	1	228.42	250.8	252.97	353.98	460.34	731.31	805.49	256.73	253.53	312.3	340.71	559.16	851.95	912.38	201.64	182.38	215.66	344.72	446.38	709.21	705.71
TMEM140	2.89922917457	12.300420492	4	4	0	1	47.44	58.34	81.6	178.37	192.67	189.65	266.48	77.35	76.92	99.53	172.4	234.15	257.75	321.66	27.65	32.84	45.17	77.34	103.42	125.64	160.19
TMEM150B	1.61780678435	12.2370010561	4	4	0	1	17.11	23.96	26.89	45.0	49.85	39.58	51.83	14.42	14.67	15.73	25.55	44.53	64.59	73.96	26.84	29.34	30.94	46.05	75.13	93.48	85.87
TMEM159	6.01921182569	9.16220254686	1	2	0	0	10.76	11.26	9.49	8.3	8.37	8.29	15.49	7.74	11.31	7.16	9.94	11.24	14.65	19.15	5.63	5.73	4.97	4.69	5.75	6.91	7.88
TMEM170A	-0.650235119024	10.7162164392	4	4	3	5	11.83	18.81	15.94	34.64	35.22	23.96	26.18	12.34	19.92	16.97	23.6	25.55	24.98	28.02	15.84	14.32	14.26	15.32	15.25	15.58	19.14
TMEM173	-2.91917219701	8.79149972055	4	5	2	5	3.42	7.78	7.81	14.8	17.76	7.55	2.47	1.71	4.0	8.95	9.32	11.45	5.19	2.15	4.23	7.22	11.32	19.51	19.54	11.07	8.13
TMEM179B	5.93790984877	13.8291012775	5	2	0	0	97.13	87.84	93.83	109.46	131.48	180.46	192.56	107.2	101.07	97.2	104.37	109.95	158.05	209.5	122.52	108.58	96.53	121.12	145.23	209.92	248.53
TMEM19	2.51249140692	12.4539263699	4	4	0	1	23.33	26.44	27.09	37.51	41.64	38.8	50.14	19.08	20.44	24.36	30.26	45.86	52.57	57.45	17.9	18.26	20.24	27.4	30.74	37.95	39.3
TMEM194B	6.34219351952	13.3249890701	1	4	3	0	1.67	1.58	1.1	1.87	1.29	3.16	4.69	1.01	1.85	1.08	1.18	2.76	4.85	6.15	1.45	1.34	1.56	1.09	1.87	3.32	4.56
TMEM2	4.8650340264	-0.935961821835	0	1	1	3	6.76	15.65	25.13	21.34	7.58	2.18	3.11	7.55	15.23	23.72	17.5	7.36	3.49	4.65	12.97	20.12	38.37	23.21	7.68	4.39	6.56
TMEM201	6.73258645511	14.5142640509	1	2	0	0	4.83	4.37	3.48	2.17	3.23	5.26	5.88	3.13	4.01	2.34	1.34	2.73	6.21	11.24	4.23	4.37	3.62	2.59	5.22	8.46	9.16
TMEM212-AS1	5.63850677651	13.833081005	5	2	0	0	0.0	0.0	0.0	0.8	1.23	2.9	3.03	0.0	0.0	0.0	0.73	0.0	1.73	6.37	0.0	0.0	0.0	0.0	0.42	3.73	3.63
TMEM217	-1.99036572427	7.62936647124	3	5	2	4	0.89	3.2	13.71	20.25	17.1	8.34	6.08	0.65	2.11	16.86	18.55	13.51	6.04	3.59	0.75	3.3	15.8	26.57	14.72	9.82	6.55
TMEM219	5.78518857251	13.2193251884	1	2	0	0	207.09	227.1	215.27	231.66	249.24	332.31	428.08	225.6	222.96	213.71	239.61	262.16	326.83	447.75	103.14	123.64	130.02	143.08	163.61	252.36	290.89
TMEM229B	4.95010251268	13.5147262501	1	2	0	0	0.92	0.78	1.54	5.01	6.15	11.27	16.39	0.19	0.29	0.48	2.51	7.08	10.87	18.64	0.66	0.79	0.9	6.59	10.09	21.75	26.21
TMEM241	4.73490767234	-1.17586701782	0	1	1	3	1.46	2.09	4.1	3.58	2.88	0.84	1.12	2.47	2.51	3.6	1.0	1.58	0.7	0.92	1.82	3.28	2.51	1.25	0.71	0.9	1.66
TMEM255A	2.8198282002	15.2871709966	5	4	0	1	29.74	27.89	25.7	41.54	56.91	66.01	66.53	23.48	24.47	22.68	30.49	39.88	61.95	72.65	31.75	29.8	33.66	49.63	61.72	88.1	86.5
TMEM263	-3.22971429374	9.88473289816	3	5	2	5	7.12	4.97	6.43	16.43	15.37	6.44	8.91	3.56	3.3	4.59	7.18	5.95	4.66	5.6	5.83	5.04	4.89	14.92	10.07	8.07	7.84
TMEM42	4.26552089595	-0.600641902589	0	1	1	3	6.13	11.74	13.79	4.02	2.94	6.77	10.03	11.4	10.3	13.81	6.91	5.19	5.8	10.24	3.5	3.28	3.94	1.25	1.63	2.17	3.87
TMEM50A	3.31392955196	15.4104909715	5	4	0	1	144.4	141.0	149.84	200.3	278.86	387.89	419.64	145.37	152.18	185.0	226.42	306.11	389.82	432.89	146.89	146.7	158.2	212.22	280.02	381.96	410.53
TMEM52B	5.76006144107	7.87610645828	2	0	3	3	2.52	3.69	2.81	1.95	0.65	0.83	2.09	4.4	5.45	4.87	2.15	0.81	0.71	2.8	7.73	7.27	6.25	3.86	3.33	6.66	24.73
TMEM60	4.38311613955	12.1071046605	4	4	3	0	50.09	48.69	44.86	67.77	102.93	94.84	123.86	56.85	52.42	52.61	79.12	89.03	94.52	119.05	9.8	11.76	11.0	17.34	16.1	18.95	32.37
TMEM62	3.37306897533	12.5503797362	1	4	0	1	7.27	10.43	13.94	20.68	23.69	25.23	37.68	8.29	10.56	12.8	17.77	36.36	43.39	51.98	6.0	8.61	10.23	18.32	24.86	32.39	41.05
TMEM63A	4.34383413108	15.0572227886	5	4	0	1	20.08	21.75	19.21	27.83	33.96	51.2	53.02	19.53	22.56	17.82	18.13	35.46	73.54	100.87	19.83	20.82	22.62	25.39	43.19	67.7	75.1
TMEM65	-2.33161033081	9.63418954043	3	5	2	5	5.42	6.77	5.43	11.74	11.45	6.43	8.54	4.99	5.78	8.37	9.94	10.17	8.64	10.69	5.01	6.19	8.91	14.65	10.99	9.29	8.99
TMEM79	5.30534844649	15.6743703237	1	4	0	1	2.06	1.93	0.96	1.02	1.05	3.3	4.12	1.22	1.63	1.54	0.95	1.05	4.48	5.01	1.54	0.7	1.08	0.85	1.79	4.89	2.8
TMPRSS13	5.72498707617	12.9293669326	1	2	0	0	0.39	0.17	0.53	0.48	0.6	0.72	1.71	0.18	0.04	0.08	0.42	0.64	2.07	3.49	0.31	0.4	0.48	0.53	0.51	1.27	1.23
TMTC1	-2.84476343053	14.0893199662	4	4	0	5	0.74	1.0	0.84	1.91	2.47	1.71	1.08	6.08	6.43	7.17	10.45	20.57	20.18	13.85	0.03	0.09	0.02	0.11	0.22	0.15	0.09
TMX1	0.58017729389	16.5099746078	4	4	0	1	62.33	73.86	70.56	97.48	123.19	127.62	119.38	56.82	61.97	78.11	80.66	128.7	135.36	122.08	25.21	28.5	31.64	39.12	53.16	63.59	53.16
TNF	2.69421687525	2.64359278695	0	1	1	4	1.69	13.64	43.82	41.47	46.5	18.56	9.77	1.37	11.42	48.33	34.17	37.06	16.33	11.44	3.89	24.09	72.68	61.7	51.8	27.21	12.0
TNFAIP3	4.2222357663	6.51865230566	2	4	2	1	8.35	26.79	13.24	26.11	24.8	27.54	24.06	7.38	23.34	18.01	17.56	21.63	35.25	30.23	11.05	32.8	22.84	43.91	33.54	37.28	23.1
TNFAIP6	3.67648887431	12.678359612	1	4	0	1	1.22	0.66	4.44	8.95	12.32	22.91	39.88	1.06	1.47	6.18	10.0	16.13	26.92	34.43	0.49	1.11	3.05	9.12	9.87	12.09	12.67
TNFAIP8	3.1256795769	1.98643002989	0	1	1	4	59.32	82.15	100.66	56.26	54.52	60.42	77.28	54.5	65.02	110.05	51.49	58.23	51.78	64.97	64.37	69.86	88.48	61.23	45.17	51.23	70.3
TNFRSF10A	-1.98578168668	10.3316765837	3	4	2	5	7.08	11.27	11.26	28.16	26.4	16.61	18.1	7.04	8.55	18.62	21.65	32.11	26.27	22.67	11.0	15.08	22.43	40.84	36.23	32.91	25.2
TNFRSF10D	3.22596424462	-1.28102700314	2	1	1	3	2.42	7.56	7.12	2.01	0.75	0.89	1.24	2.49	14.6	13.27	2.93	2.78	2.18	1.72	3.18	13.61	11.93	1.98	1.2	1.56	2.35
TNFSF10	-1.06739903883	13.2630880569	4	4	0	1	1.32	38.17	246.65	1103.67	1431.49	1265.63	1177.34	1.94	21.9	170.5	904.01	1462.85	1272.14	1229.27	0.65	36.05	253.35	1242.04	1708.44	1679.44	1523.99
TNFSF12-TNFSF13	4.6757251318	8.75196473086	3	4	0	0	7.91	9.72	5.67	21.26	6.35	0.0	20.4	4.59	14.44	0.09	8.61	14.99	17.58	25.33	0.0	0.0	0.0	2.68	14.87	14.71	23.01
TNFSF13B	0.920402769973	15.5020653373	5	4	0	1	108.61	117.87	152.71	347.53	576.51	687.13	675.64	108.47	106.43	131.18	380.3	646.51	715.53	684.88	139.37	128.13	163.67	466.26	679.79	778.5	715.83
TNFSF18	1.83079223426	11.3965113617	4	4	0	1	0.21	9.43	14.97	24.42	30.23	16.5	32.01	0.0	1.59	5.36	7.53	18.18	20.94	22.95	0.0	1.77	3.46	8.41	10.31	20.51	20.98
TNFSF8	6.81066944238	13.251335716	5	2	0	0	14.08	12.44	10.92	15.2	15.53	26.36	30.57	4.42	5.59	5.33	3.93	5.45	6.75	11.93	20.68	20.53	16.14	17.88	25.29	31.13	38.54
TNIK	0.021350116907	17.1243942713	5	4	4	1	8.92	9.07	11.66	18.3	25.34	30.05	26.67	8.57	8.46	9.53	15.09	25.59	32.64	19.48	12.84	14.29	13.17	21.65	39.99	39.0	20.74
TNIP3	3.08814974609	2.07311213549	0	1	1	4	0.0	1.01	3.13	0.58	0.28	0.06	0.11	0.16	2.36	10.31	2.4	1.12	0.12	0.0	0.17	3.96	8.02	2.24	0.82	0.34	0.22
TNK2	2.14332249505	16.9367318689	5	4	0	1	10.11	12.13	8.03	12.09	14.45	28.13	20.92	7.02	5.13	4.37	7.12	15.02	25.83	30.66	8.98	10.56	9.19	13.13	25.71	40.58	29.52
TNKS2	-0.265634562056	10.5745334313	3	4	2	5	41.84	48.1	46.91	85.53	72.3	50.82	66.91	36.77	43.05	49.01	64.25	72.9	78.15	84.24	48.09	49.56	57.96	95.28	84.61	89.01	94.97
TNKS2-AS1	3.05930619393	10.6645841928	4	4	3	0	0.23	0.52	0.9	0.91	1.41	0.57	1.15	0.28	0.38	1.0	1.82	0.5	1.97	1.08	0.0	0.0	0.0	0.0	0.0	0.21	0.42
TNRC18P1	-2.12054188045	8.13297876672	4	0	2	5	0.17	0.59	0.94	1.38	1.24	1.32	1.38	0.69	0.69	0.76	0.39	1.14	0.37	0.81	0.15	0.08	0.69	1.38	0.41	0.65	0.43
TNS3	4.23030676035	8.77142118714	3	4	0	0	39.18	48.32	35.02	58.29	48.93	51.15	56.14	44.29	46.23	38.71	41.34	57.0	101.91	100.87	48.93	60.21	52.06	80.45	75.63	107.94	110.42
TOP3A	1.93662998406	11.6752594481	3	4	0	1	8.97	9.8	8.81	12.95	11.27	11.95	13.93	7.22	8.24	10.31	6.36	11.84	17.71	17.5	7.28	6.93	8.94	14.03	13.31	17.52	16.58
TOR1B	-1.14866991717	12.3539993052	4	4	0	5	29.8	39.47	71.4	188.71	198.81	158.77	181.34	22.53	27.05	47.79	114.3	156.6	150.43	163.47	27.31	35.2	67.7	183.6	218.72	183.9	188.92
TOR3A	5.43617685506	14.1449121471	1	2	0	0	49.76	56.3	56.05	52.09	56.51	80.04	96.24	61.97	59.48	58.15	50.83	73.75	122.77	167.36	66.37	58.86	58.63	74.04	95.63	129.75	138.1
TOR4A	2.92437709742	6.3226381127	3	2	2	5	14.57	21.21	21.33	24.53	18.56	15.87	19.15	16.22	17.58	17.84	20.15	20.19	22.66	33.99	17.69	21.58	20.14	24.74	21.08	20.95	22.39
TP53BP2	3.05380746923	2.18479973911	0	1	1	4	37.73	51.44	77.6	53.16	44.9	42.63	43.3	41.16	54.24	87.17	53.06	53.33	47.32	50.69	50.57	67.07	102.46	65.07	45.03	37.98	51.9
TP53I13	5.75404946244	8.3958688922	1	2	3	0	4.98	9.04	8.36	7.09	4.76	4.18	9.29	5.58	5.83	3.71	3.81	3.36	5.74	16.07	3.94	4.55	4.8	4.3	3.87	3.82	6.44
